Gene stable ID	Gene stable ID version	Transcript stable ID	Transcript stable ID version	dN with Rat	dS with Rat
ENSMUSG00000097709	ENSMUSG00000097709.8	ENSMUST00000180567	ENSMUST00000180567.7		
ENSMUSG00000097709	ENSMUSG00000097709.8	ENSMUST00000186610	ENSMUST00000186610.6		
ENSMUSG00000097709	ENSMUSG00000097709.8	ENSMUST00000190547	ENSMUST00000190547.1		
ENSMUSG00000097709	ENSMUSG00000097709.8	ENSMUST00000188642	ENSMUST00000188642.1		
ENSMUSG00000021311	ENSMUSG00000021311.9	ENSMUST00000099856	ENSMUST00000099856.5	0.0202	0.1508
ENSMUSG00000021311	ENSMUSG00000021311.9	ENSMUST00000220473	ENSMUST00000220473.1	0.0202	0.1508
ENSMUSG00000021311	ENSMUSG00000021311.9	ENSMUST00000221190	ENSMUST00000221190.1	0.0202	0.1508
ENSMUSG00000021311	ENSMUSG00000021311.9	ENSMUST00000221290	ENSMUST00000221290.1	0.0202	0.1508
ENSMUSG00000049539	ENSMUSG00000049539.3	ENSMUST00000055770	ENSMUST00000055770.3	0.0268	0.3354
ENSMUSG00000112487	ENSMUSG00000112487.1	ENSMUST00000219517	ENSMUST00000219517.1		
ENSMUSG00000094707	ENSMUSG00000094707.2	ENSMUST00000236698	ENSMUST00000236698.1		
ENSMUSG00000094707	ENSMUSG00000094707.2	ENSMUST00000237777	ENSMUST00000237777.1		
ENSMUSG00000094707	ENSMUSG00000094707.2	ENSMUST00000178904	ENSMUST00000178904.1		
ENSMUSG00000094707	ENSMUSG00000094707.2	ENSMUST00000236187	ENSMUST00000236187.1		
ENSMUSG00000094707	ENSMUSG00000094707.2	ENSMUST00000238067	ENSMUST00000238067.1		
ENSMUSG00000083822	ENSMUSG00000083822.1	ENSMUST00000121058	ENSMUST00000121058.1		
ENSMUSG00000115358	ENSMUSG00000115358.1	ENSMUST00000227289	ENSMUST00000227289.1		
ENSMUSG00000112785	ENSMUSG00000112785.1	ENSMUST00000220177	ENSMUST00000220177.1		
ENSMUSG00000105298	ENSMUSG00000105298.1	ENSMUST00000197641	ENSMUST00000197641.1		
ENSMUSG00000114044	ENSMUSG00000114044.1	ENSMUST00000221203	ENSMUST00000221203.1		
ENSMUSG00000115766	ENSMUSG00000115766.1	ENSMUST00000226709	ENSMUST00000226709.1		
ENSMUSG00000114078	ENSMUSG00000114078.1	ENSMUST00000220692	ENSMUST00000220692.1		
ENSMUSG00000115254	ENSMUSG00000115254.1	ENSMUST00000228241	ENSMUST00000228241.1		
ENSMUSG00000113590	ENSMUSG00000113590.1	ENSMUST00000223154	ENSMUST00000223154.1		
ENSMUSG00000005469	ENSMUSG00000005469.10	ENSMUST00000005606	ENSMUST00000005606.7	0.0025	0.1367
ENSMUSG00000005469	ENSMUSG00000005469.10	ENSMUST00000211558	ENSMUST00000211558.1	0.0025	0.1367
ENSMUSG00000091268	ENSMUSG00000091268.2	ENSMUST00000168310	ENSMUST00000168310.2		
ENSMUSG00000064140	ENSMUSG00000064140.3	ENSMUST00000226039	ENSMUST00000226039.1		
ENSMUSG00000064140	ENSMUSG00000064140.3	ENSMUST00000223911	ENSMUST00000223911.1		
ENSMUSG00000064140	ENSMUSG00000064140.3	ENSMUST00000074067	ENSMUST00000074067.3		
ENSMUSG00000062901	ENSMUSG00000062901.3	ENSMUST00000023509	ENSMUST00000023509.4	0.0008	0.1794
ENSMUSG00000062901	ENSMUSG00000062901.3	ENSMUST00000232088	ENSMUST00000232088.1	0.0008	0.1794
ENSMUSG00000062901	ENSMUSG00000062901.3	ENSMUST00000231740	ENSMUST00000231740.1	0.0008	0.1794
ENSMUSG00000062901	ENSMUSG00000062901.3	ENSMUST00000232494	ENSMUST00000232494.1	0.0008	0.1794
ENSMUSG00000062901	ENSMUSG00000062901.3	ENSMUST00000231842	ENSMUST00000231842.1	0.0008	0.1794
ENSMUSG00000100127	ENSMUSG00000100127.6	ENSMUST00000191285	ENSMUST00000191285.6		
ENSMUSG00000100127	ENSMUSG00000100127.6	ENSMUST00000185574	ENSMUST00000185574.6		
ENSMUSG00000100127	ENSMUSG00000100127.6	ENSMUST00000188367	ENSMUST00000188367.1		
ENSMUSG00000100127	ENSMUSG00000100127.6	ENSMUST00000188344	ENSMUST00000188344.1		
ENSMUSG00000115787	ENSMUSG00000115787.1	ENSMUST00000226994	ENSMUST00000226994.1		
ENSMUSG00000094491	ENSMUSG00000094491.2	ENSMUST00000103304	ENSMUST00000103304.2		
ENSMUSG00000019297	ENSMUSG00000019297.9	ENSMUST00000019441	ENSMUST00000019441.8	0.026	0.1574
ENSMUSG00000019297	ENSMUSG00000019297.9	ENSMUST00000227300	ENSMUST00000227300.1	0.026	0.1574
ENSMUSG00000019102	ENSMUSG00000019102.10	ENSMUST00000147792	ENSMUST00000147792.1	0.046	0.2703
ENSMUSG00000019102	ENSMUSG00000019102.10	ENSMUST00000108716	ENSMUST00000108716.7	0.046	0.2703
ENSMUSG00000019102	ENSMUSG00000019102.10	ENSMUST00000019246	ENSMUST00000019246.3	0.046	0.2703
ENSMUSG00000063386	ENSMUSG00000063386.2	ENSMUST00000214541	ENSMUST00000214541.1	0.0172	0.1722
ENSMUSG00000063386	ENSMUSG00000063386.2	ENSMUST00000073824	ENSMUST00000073824.1	0.0172	0.1722
ENSMUSG00000092051	ENSMUSG00000092051.2	ENSMUST00000097355	ENSMUST00000097355.3		
ENSMUSG00000092051	ENSMUSG00000092051.2	ENSMUST00000166792	ENSMUST00000166792.2		
ENSMUSG00000053263	ENSMUSG00000053263.3	ENSMUST00000155332	ENSMUST00000155332.1		
ENSMUSG00000107560	ENSMUSG00000107560.1	ENSMUST00000205219	ENSMUST00000205219.1		
ENSMUSG00000037408	ENSMUSG00000037408.10	ENSMUST00000153128	ENSMUST00000153128.1	0.0214	0.1597
ENSMUSG00000037408	ENSMUSG00000037408.10	ENSMUST00000192530	ENSMUST00000192530.1	0.0214	0.1597
ENSMUSG00000107937	ENSMUSG00000107937.1	ENSMUST00000204883	ENSMUST00000204883.1		
ENSMUSG00000104843	ENSMUSG00000104843.1	ENSMUST00000196752	ENSMUST00000196752.1		
ENSMUSG00000091730	ENSMUSG00000091730.1	ENSMUST00000171194	ENSMUST00000171194.1		
ENSMUSG00000108921	ENSMUSG00000108921.1	ENSMUST00000207158	ENSMUST00000207158.1		
ENSMUSG00000033940	ENSMUSG00000033940.8	ENSMUST00000035725	ENSMUST00000035725.6	0	0
ENSMUSG00000104584	ENSMUSG00000104584.1	ENSMUST00000198938	ENSMUST00000198938.1		
ENSMUSG00000016637	ENSMUSG00000016637.7	ENSMUST00000230844	ENSMUST00000230844.1	0.0052	0.2422
ENSMUSG00000016637	ENSMUSG00000016637.7	ENSMUST00000016781	ENSMUST00000016781.7	0.0052	0.2422
ENSMUSG00000016637	ENSMUSG00000016637.7	ENSMUST00000231069	ENSMUST00000231069.1	0.0052	0.2422
ENSMUSG00000016637	ENSMUSG00000016637.7	ENSMUST00000229476	ENSMUST00000229476.1	0.0052	0.2422
ENSMUSG00000016637	ENSMUSG00000016637.7	ENSMUST00000229417	ENSMUST00000229417.1	0.0052	0.2422
ENSMUSG00000058295	ENSMUSG00000058295.6	ENSMUST00000076061	ENSMUST00000076061.3		
ENSMUSG00000058295	ENSMUSG00000058295.6	ENSMUST00000178961	ENSMUST00000178961.1		
ENSMUSG00000084216	ENSMUSG00000084216.1	ENSMUST00000122107	ENSMUST00000122107.1		
ENSMUSG00000108167	ENSMUSG00000108167.2	ENSMUST00000204518	ENSMUST00000204518.2	0.0384	0.1732
ENSMUSG00000108167	ENSMUSG00000108167.2	ENSMUST00000204518	ENSMUST00000204518.2	0.0402	0.1949
ENSMUSG00000108167	ENSMUSG00000108167.2	ENSMUST00000204518	ENSMUST00000204518.2	0.0268	0.191
ENSMUSG00000108167	ENSMUSG00000108167.2	ENSMUST00000213674	ENSMUST00000213674.1	0.0384	0.1732
ENSMUSG00000108167	ENSMUSG00000108167.2	ENSMUST00000213674	ENSMUST00000213674.1	0.0402	0.1949
ENSMUSG00000108167	ENSMUSG00000108167.2	ENSMUST00000213674	ENSMUST00000213674.1	0.0268	0.191
ENSMUSG00000108167	ENSMUSG00000108167.2	ENSMUST00000071905	ENSMUST00000071905.4	0.0384	0.1732
ENSMUSG00000108167	ENSMUSG00000108167.2	ENSMUST00000071905	ENSMUST00000071905.4	0.0402	0.1949
ENSMUSG00000108167	ENSMUSG00000108167.2	ENSMUST00000071905	ENSMUST00000071905.4	0.0268	0.191
ENSMUSG00000084245	ENSMUSG00000084245.1	ENSMUST00000117482	ENSMUST00000117482.1		
ENSMUSG00000083049	ENSMUSG00000083049.1	ENSMUST00000122247	ENSMUST00000122247.1		
ENSMUSG00000082873	ENSMUSG00000082873.1	ENSMUST00000122398	ENSMUST00000122398.1		
ENSMUSG00000105826	ENSMUSG00000105826.1	ENSMUST00000196534	ENSMUST00000196534.1		
ENSMUSG00000032750	ENSMUSG00000032750.13	ENSMUST00000114109	ENSMUST00000114109.7		
ENSMUSG00000032750	ENSMUSG00000032750.13	ENSMUST00000127024	ENSMUST00000127024.1		
ENSMUSG00000032750	ENSMUSG00000032750.13	ENSMUST00000037374	ENSMUST00000037374.10		
ENSMUSG00000032750	ENSMUSG00000032750.13	ENSMUST00000114104	ENSMUST00000114104.1		
ENSMUSG00000032750	ENSMUSG00000032750.13	ENSMUST00000129495	ENSMUST00000129495.1		
ENSMUSG00000031552	ENSMUSG00000031552.13	ENSMUST00000033957	ENSMUST00000033957.11	0.0786	0.2428
ENSMUSG00000031552	ENSMUSG00000031552.13	ENSMUST00000138232	ENSMUST00000138232.1	0.0786	0.2428
ENSMUSG00000031552	ENSMUSG00000031552.13	ENSMUST00000173833	ENSMUST00000173833.2	0.0786	0.2428
ENSMUSG00000067541	ENSMUSG00000067541.7	ENSMUST00000203888	ENSMUST00000203888.2		
ENSMUSG00000067541	ENSMUSG00000067541.7	ENSMUST00000091791	ENSMUST00000091791.5		
ENSMUSG00000067541	ENSMUSG00000067541.7	ENSMUST00000205081	ENSMUST00000205081.1		
ENSMUSG00000087327	ENSMUSG00000087327.1	ENSMUST00000143765	ENSMUST00000143765.1		
ENSMUSG00000059729	ENSMUSG00000059729.2	ENSMUST00000216450	ENSMUST00000216450.1	0.0475	0.2036
ENSMUSG00000059729	ENSMUSG00000059729.2	ENSMUST00000216450	ENSMUST00000216450.1	0.0348	0.2147
ENSMUSG00000059729	ENSMUSG00000059729.2	ENSMUST00000216450	ENSMUST00000216450.1	0.0377	0.198
ENSMUSG00000059729	ENSMUSG00000059729.2	ENSMUST00000214948	ENSMUST00000214948.1	0.0475	0.2036
ENSMUSG00000059729	ENSMUSG00000059729.2	ENSMUST00000214948	ENSMUST00000214948.1	0.0348	0.2147
ENSMUSG00000059729	ENSMUSG00000059729.2	ENSMUST00000214948	ENSMUST00000214948.1	0.0377	0.198
ENSMUSG00000059729	ENSMUSG00000059729.2	ENSMUST00000071807	ENSMUST00000071807.1	0.0475	0.2036
ENSMUSG00000059729	ENSMUSG00000059729.2	ENSMUST00000071807	ENSMUST00000071807.1	0.0348	0.2147
ENSMUSG00000059729	ENSMUSG00000059729.2	ENSMUST00000071807	ENSMUST00000071807.1	0.0377	0.198
ENSMUSG00000099609	ENSMUSG00000099609.1	ENSMUST00000189387	ENSMUST00000189387.1		
ENSMUSG00000068739	ENSMUSG00000068739.13	ENSMUST00000090553	ENSMUST00000090553.11	0.0176	0.1943
ENSMUSG00000068739	ENSMUSG00000068739.13	ENSMUST00000102625	ENSMUST00000102625.10	0.0176	0.1943
ENSMUSG00000068739	ENSMUSG00000068739.13	ENSMUST00000132467	ENSMUST00000132467.7	0.0176	0.1943
ENSMUSG00000068739	ENSMUSG00000068739.13	ENSMUST00000153499	ENSMUST00000153499.1	0.0176	0.1943
ENSMUSG00000068739	ENSMUSG00000068739.13	ENSMUST00000197647	ENSMUST00000197647.1	0.0176	0.1943
ENSMUSG00000004264	ENSMUSG00000004264.17	ENSMUST00000150847	ENSMUST00000150847.7	0.0016	0.1814
ENSMUSG00000004264	ENSMUSG00000004264.17	ENSMUST00000124779	ENSMUST00000124779.7	0.0016	0.1814
ENSMUSG00000004264	ENSMUSG00000004264.17	ENSMUST00000004375	ENSMUST00000004375.15	0.0016	0.1814
ENSMUSG00000004264	ENSMUSG00000004264.17	ENSMUST00000145447	ENSMUST00000145447.7	0.0016	0.1814
ENSMUSG00000004264	ENSMUSG00000004264.17	ENSMUST00000147974	ENSMUST00000147974.7	0.0016	0.1814
ENSMUSG00000004264	ENSMUSG00000004264.17	ENSMUST00000130279	ENSMUST00000130279.1	0.0016	0.1814
ENSMUSG00000004264	ENSMUSG00000004264.17	ENSMUST00000143000	ENSMUST00000143000.7	0.0016	0.1814
ENSMUSG00000004264	ENSMUSG00000004264.17	ENSMUST00000129422	ENSMUST00000129422.1	0.0016	0.1814
ENSMUSG00000044170	ENSMUSG00000044170.5	ENSMUST00000213776	ENSMUST00000213776.1	0.0557	0.1333
ENSMUSG00000044170	ENSMUSG00000044170.5	ENSMUST00000060434	ENSMUST00000060434.4	0.0557	0.1333
ENSMUSG00000104316	ENSMUSG00000104316.1	ENSMUST00000193157	ENSMUST00000193157.1		
ENSMUSG00000066637	ENSMUSG00000066637.2	ENSMUST00000085741	ENSMUST00000085741.1	0.0472	0.1794
ENSMUSG00000066637	ENSMUSG00000066637.2	ENSMUST00000219488	ENSMUST00000219488.1	0.0472	0.1794
ENSMUSG00000066637	ENSMUSG00000066637.2	ENSMUST00000219470	ENSMUST00000219470.1	0.0472	0.1794
ENSMUSG00000083298	ENSMUSG00000083298.1	ENSMUST00000119263	ENSMUST00000119263.1		
ENSMUSG00000080827	ENSMUSG00000080827.1	ENSMUST00000120863	ENSMUST00000120863.1		
ENSMUSG00000014551	ENSMUSG00000014551.8	ENSMUST00000140438	ENSMUST00000140438.1	0.0203	0.1893
ENSMUSG00000014551	ENSMUSG00000014551.8	ENSMUST00000014695	ENSMUST00000014695.8	0.0203	0.1893
ENSMUSG00000014551	ENSMUSG00000014551.8	ENSMUST00000134132	ENSMUST00000134132.1	0.0203	0.1893
ENSMUSG00000082721	ENSMUSG00000082721.1	ENSMUST00000121878	ENSMUST00000121878.1		
ENSMUSG00000107417	ENSMUSG00000107417.2	ENSMUST00000204706	ENSMUST00000204706.2	0.0424	0.123
ENSMUSG00000107417	ENSMUSG00000107417.2	ENSMUST00000077143	ENSMUST00000077143.6	0.0424	0.123
ENSMUSG00000021798	ENSMUSG00000021798.14	ENSMUST00000022327	ENSMUST00000022327.12	0.0121	0.1553
ENSMUSG00000021798	ENSMUSG00000021798.14	ENSMUST00000090040	ENSMUST00000090040.11	0.0121	0.1553
ENSMUSG00000021798	ENSMUSG00000021798.14	ENSMUST00000022328	ENSMUST00000022328.13	0.0121	0.1553
ENSMUSG00000021798	ENSMUSG00000021798.14	ENSMUST00000064098	ENSMUST00000064098.13	0.0121	0.1553
ENSMUSG00000021798	ENSMUSG00000021798.14	ENSMUST00000228044	ENSMUST00000228044.1	0.0121	0.1553
ENSMUSG00000021798	ENSMUSG00000021798.14	ENSMUST00000227819	ENSMUST00000227819.1	0.0121	0.1553
ENSMUSG00000021798	ENSMUSG00000021798.14	ENSMUST00000022330	ENSMUST00000022330.8	0.0121	0.1553
ENSMUSG00000021798	ENSMUSG00000021798.14	ENSMUST00000226226	ENSMUST00000226226.1	0.0121	0.1553
ENSMUSG00000059382	ENSMUSG00000059382.2	ENSMUST00000071707	ENSMUST00000071707.2	0.0995	0.2065
ENSMUSG00000108506	ENSMUSG00000108506.1	ENSMUST00000206719	ENSMUST00000206719.1		
ENSMUSG00000086683	ENSMUSG00000086683.1	ENSMUST00000151216	ENSMUST00000151216.1		
ENSMUSG00000085505	ENSMUSG00000085505.1	ENSMUST00000143801	ENSMUST00000143801.1		
ENSMUSG00000019775	ENSMUSG00000019775.17	ENSMUST00000131996	ENSMUST00000131996.7	0.0132	0.1746
ENSMUSG00000019775	ENSMUSG00000019775.17	ENSMUST00000117676	ENSMUST00000117676.7	0.0132	0.1746
ENSMUSG00000019775	ENSMUSG00000019775.17	ENSMUST00000019909	ENSMUST00000019909.7	0.0132	0.1746
ENSMUSG00000019775	ENSMUSG00000019775.17	ENSMUST00000064225	ENSMUST00000064225.13	0.0132	0.1746
ENSMUSG00000108199	ENSMUSG00000108199.1	ENSMUST00000204538	ENSMUST00000204538.1		
ENSMUSG00000105991	ENSMUSG00000105991.1	ENSMUST00000198232	ENSMUST00000198232.1		
ENSMUSG00000101436	ENSMUSG00000101436.1	ENSMUST00000185914	ENSMUST00000185914.1	0.3038	0.863
ENSMUSG00000005893	ENSMUSG00000005893.14	ENSMUST00000113460	ENSMUST00000113460.7	0.0016	0.083
ENSMUSG00000005893	ENSMUSG00000005893.14	ENSMUST00000113463	ENSMUST00000113463.7	0.0016	0.083
ENSMUSG00000005893	ENSMUSG00000005893.14	ENSMUST00000133133	ENSMUST00000133133.1	0.0016	0.083
ENSMUSG00000005893	ENSMUSG00000005893.14	ENSMUST00000204661	ENSMUST00000204661.1	0.0016	0.083
ENSMUSG00000005893	ENSMUSG00000005893.14	ENSMUST00000146175	ENSMUST00000146175.1	0.0016	0.083
ENSMUSG00000005893	ENSMUSG00000005893.14	ENSMUST00000133321	ENSMUST00000133321.1	0.0016	0.083
ENSMUSG00000005893	ENSMUSG00000005893.14	ENSMUST00000204497	ENSMUST00000204497.1	0.0016	0.083
ENSMUSG00000005893	ENSMUSG00000005893.14	ENSMUST00000204349	ENSMUST00000204349.1	0.0016	0.083
ENSMUSG00000100213	ENSMUSG00000100213.1	ENSMUST00000189404	ENSMUST00000189404.1		
ENSMUSG00000112531	ENSMUSG00000112531.1	ENSMUST00000218825	ENSMUST00000218825.1		
ENSMUSG00000054720	ENSMUSG00000054720.12	ENSMUST00000067924	ENSMUST00000067924.12	0.0062	0.2768
ENSMUSG00000054720	ENSMUSG00000054720.12	ENSMUST00000150981	ENSMUST00000150981.1	0.0062	0.2768
ENSMUSG00000054720	ENSMUSG00000054720.12	ENSMUST00000153955	ENSMUST00000153955.1	0.0062	0.2768
ENSMUSG00000054720	ENSMUSG00000054720.12	ENSMUST00000153754	ENSMUST00000153754.1	0.0062	0.2768
ENSMUSG00000103028	ENSMUSG00000103028.1	ENSMUST00000195392	ENSMUST00000195392.1		
ENSMUSG00000036744	ENSMUSG00000036744.13	ENSMUST00000166880	ENSMUST00000166880.2	0.0478	0.1661
ENSMUSG00000036744	ENSMUSG00000036744.13	ENSMUST00000075414	ENSMUST00000075414.7	0.0478	0.1661
ENSMUSG00000036744	ENSMUSG00000036744.13	ENSMUST00000217739	ENSMUST00000217739.1	0.0478	0.1661
ENSMUSG00000109000	ENSMUSG00000109000.1	ENSMUST00000208088	ENSMUST00000208088.1		
ENSMUSG00000025986	ENSMUSG00000025986.6	ENSMUST00000027131	ENSMUST00000027131.5	0.0184	0.244
ENSMUSG00000025986	ENSMUSG00000025986.6	ENSMUST00000141226	ENSMUST00000141226.2	0.0184	0.244
ENSMUSG00000025986	ENSMUSG00000025986.6	ENSMUST00000186852	ENSMUST00000186852.1	0.0184	0.244
ENSMUSG00000025986	ENSMUSG00000025986.6	ENSMUST00000185520	ENSMUST00000185520.1	0.0184	0.244
ENSMUSG00000031239	ENSMUSG00000031239.5	ENSMUST00000033591	ENSMUST00000033591.5	0.0071	0.2106
ENSMUSG00000109253	ENSMUSG00000109253.1	ENSMUST00000209157	ENSMUST00000209157.1		
ENSMUSG00000025283	ENSMUSG00000025283.15	ENSMUST00000026318	ENSMUST00000026318.14	0.0052	0.1381
ENSMUSG00000025283	ENSMUSG00000025283.15	ENSMUST00000152463	ENSMUST00000152463.7	0.0052	0.1381
ENSMUSG00000025283	ENSMUSG00000025283.15	ENSMUST00000134855	ENSMUST00000134855.7	0.0052	0.1381
ENSMUSG00000025283	ENSMUSG00000025283.15	ENSMUST00000138944	ENSMUST00000138944.7	0.0052	0.1381
ENSMUSG00000025283	ENSMUSG00000025283.15	ENSMUST00000150046	ENSMUST00000150046.1	0.0052	0.1381
ENSMUSG00000025283	ENSMUSG00000025283.15	ENSMUST00000112551	ENSMUST00000112551.3	0.0052	0.1381
ENSMUSG00000025283	ENSMUSG00000025283.15	ENSMUST00000123337	ENSMUST00000123337.1	0.0052	0.1381
ENSMUSG00000106974	ENSMUSG00000106974.1	ENSMUST00000202963	ENSMUST00000202963.1		
ENSMUSG00000094221	ENSMUSG00000094221.1	ENSMUST00000105200	ENSMUST00000105200.1	0.1449	0.2128
ENSMUSG00000094221	ENSMUSG00000094221.1	ENSMUST00000105200	ENSMUST00000105200.1	0.148	0.2197
ENSMUSG00000094221	ENSMUSG00000094221.1	ENSMUST00000105200	ENSMUST00000105200.1	0.1483	0.2315
ENSMUSG00000024273	ENSMUSG00000024273.8	ENSMUST00000235029	ENSMUST00000235029.1	0.0485	0.1688
ENSMUSG00000024273	ENSMUSG00000024273.8	ENSMUST00000234559	ENSMUST00000234559.1	0.0485	0.1688
ENSMUSG00000024273	ENSMUSG00000024273.8	ENSMUST00000234303	ENSMUST00000234303.1	0.0485	0.1688
ENSMUSG00000024273	ENSMUSG00000024273.8	ENSMUST00000234955	ENSMUST00000234955.1	0.0485	0.1688
ENSMUSG00000024273	ENSMUSG00000024273.8	ENSMUST00000097646	ENSMUST00000097646.4	0.0485	0.1688
ENSMUSG00000095814	ENSMUSG00000095814.1	ENSMUST00000105007	ENSMUST00000105007.2	0.1528	0.322
ENSMUSG00000105454	ENSMUSG00000105454.1	ENSMUST00000198760	ENSMUST00000198760.1		
ENSMUSG00000029089	ENSMUSG00000029089.8	ENSMUST00000196604	ENSMUST00000196604.1	0.0299	0.1458
ENSMUSG00000029089	ENSMUSG00000029089.8	ENSMUST00000196950	ENSMUST00000196950.4	0.0299	0.1458
ENSMUSG00000029089	ENSMUSG00000029089.8	ENSMUST00000030968	ENSMUST00000030968.6	0.0299	0.1458
ENSMUSG00000029089	ENSMUSG00000029089.8	ENSMUST00000200566	ENSMUST00000200566.4	0.0299	0.1458
ENSMUSG00000029089	ENSMUSG00000029089.8	ENSMUST00000195960	ENSMUST00000195960.4	0.0299	0.1458
ENSMUSG00000029089	ENSMUSG00000029089.8	ENSMUST00000197915	ENSMUST00000197915.1	0.0299	0.1458
ENSMUSG00000029089	ENSMUSG00000029089.8	ENSMUST00000197072	ENSMUST00000197072.1	0.0299	0.1458
ENSMUSG00000029089	ENSMUSG00000029089.8	ENSMUST00000176521	ENSMUST00000176521.5	0.0299	0.1458
ENSMUSG00000029089	ENSMUSG00000029089.8	ENSMUST00000199818	ENSMUST00000199818.1	0.0299	0.1458
ENSMUSG00000004105	ENSMUSG00000004105.8	ENSMUST00000004208	ENSMUST00000004208.6	0.0026	0.2152
ENSMUSG00000004105	ENSMUSG00000004105.8	ENSMUST00000143252	ENSMUST00000143252.1	0.0026	0.2152
ENSMUSG00000004105	ENSMUSG00000004105.8	ENSMUST00000139148	ENSMUST00000139148.1	0.0026	0.2152
ENSMUSG00000004105	ENSMUSG00000004105.8	ENSMUST00000193373	ENSMUST00000193373.2	0.0026	0.2152
ENSMUSG00000115035	ENSMUSG00000115035.1	ENSMUST00000227870	ENSMUST00000227870.1		
ENSMUSG00000115502	ENSMUSG00000115502.1	ENSMUST00000227256	ENSMUST00000227256.1		
ENSMUSG00000115072	ENSMUSG00000115072.1	ENSMUST00000226198	ENSMUST00000226198.1	0.0758	0.1659
ENSMUSG00000115072	ENSMUSG00000115072.1	ENSMUST00000105160	ENSMUST00000105160.4	0.0758	0.1659
ENSMUSG00000100195	ENSMUSG00000100195.1	ENSMUST00000185825	ENSMUST00000185825.1		
ENSMUSG00000092433	ENSMUSG00000092433.1	ENSMUST00000174438	ENSMUST00000174438.1		
ENSMUSG00000082172	ENSMUSG00000082172.1	ENSMUST00000119039	ENSMUST00000119039.1		
ENSMUSG00000054594	ENSMUSG00000054594.13	ENSMUST00000039507	ENSMUST00000039507.14	0.0888	0.1361
ENSMUSG00000054594	ENSMUSG00000054594.13	ENSMUST00000108645	ENSMUST00000108645.7	0.0888	0.1361
ENSMUSG00000054594	ENSMUSG00000054594.13	ENSMUST00000148012	ENSMUST00000148012.1	0.0888	0.1361
ENSMUSG00000054594	ENSMUSG00000054594.13	ENSMUST00000148645	ENSMUST00000148645.1	0.0888	0.1361
ENSMUSG00000101148	ENSMUSG00000101148.1	ENSMUST00000187778	ENSMUST00000187778.1		
ENSMUSG00000047583	ENSMUSG00000047583.9	ENSMUST00000052774	ENSMUST00000052774.7	0.0595	0.2988
ENSMUSG00000047583	ENSMUSG00000047583.9	ENSMUST00000148680	ENSMUST00000148680.2	0.0595	0.2988
ENSMUSG00000047583	ENSMUSG00000047583.9	ENSMUST00000122976	ENSMUST00000122976.1	0.0595	0.2988
ENSMUSG00000047583	ENSMUSG00000047583.9	ENSMUST00000170461	ENSMUST00000170461.7	0.0595	0.2988
ENSMUSG00000055700	ENSMUSG00000055700.7	ENSMUST00000142024	ENSMUST00000142024.1		
ENSMUSG00000055700	ENSMUSG00000055700.7	ENSMUST00000139758	ENSMUST00000139758.1		
ENSMUSG00000022219	ENSMUSG00000022219.10	ENSMUST00000001497	ENSMUST00000001497.8	0.0322	0.2858
ENSMUSG00000022219	ENSMUSG00000022219.10	ENSMUST00000136270	ENSMUST00000136270.1	0.0322	0.2858
ENSMUSG00000106401	ENSMUSG00000106401.1	ENSMUST00000200103	ENSMUST00000200103.1		
ENSMUSG00000095139	ENSMUSG00000095139.2	ENSMUST00000178174	ENSMUST00000178174.2	0.001	0.0881
ENSMUSG00000014303	ENSMUSG00000014303.13	ENSMUST00000014447	ENSMUST00000014447.12	0.0092	0.1722
ENSMUSG00000014303	ENSMUSG00000014303.13	ENSMUST00000141682	ENSMUST00000141682.1	0.0092	0.1722
ENSMUSG00000014303	ENSMUSG00000014303.13	ENSMUST00000122896	ENSMUST00000122896.1	0.0092	0.1722
ENSMUSG00000014303	ENSMUSG00000014303.13	ENSMUST00000135577	ENSMUST00000135577.1	0.0092	0.1722
ENSMUSG00000014303	ENSMUSG00000014303.13	ENSMUST00000127120	ENSMUST00000127120.1	0.0092	0.1722
ENSMUSG00000085771	ENSMUSG00000085771.1	ENSMUST00000150195	ENSMUST00000150195.1		
ENSMUSG00000032042	ENSMUSG00000032042.11	ENSMUST00000138287	ENSMUST00000138287.7	0.0044	0.1139
ENSMUSG00000032042	ENSMUSG00000032042.11	ENSMUST00000034541	ENSMUST00000034541.11	0.0044	0.1139
ENSMUSG00000032042	ENSMUSG00000032042.11	ENSMUST00000154005	ENSMUST00000154005.1	0.0044	0.1139
ENSMUSG00000032042	ENSMUSG00000032042.11	ENSMUST00000132799	ENSMUST00000132799.1	0.0044	0.1139
ENSMUSG00000079003	ENSMUSG00000079003.3	ENSMUST00000095228	ENSMUST00000095228.4		
ENSMUSG00000079003	ENSMUSG00000079003.3	ENSMUST00000209606	ENSMUST00000209606.1		
ENSMUSG00000101667	ENSMUSG00000101667.1	ENSMUST00000188358	ENSMUST00000188358.1	0.0976	0.1111
ENSMUSG00000038831	ENSMUSG00000038831.16	ENSMUST00000131298	ENSMUST00000131298.6	0.0047	0.089
ENSMUSG00000038831	ENSMUSG00000038831.16	ENSMUST00000042615	ENSMUST00000042615.12	0.0047	0.089
ENSMUSG00000038831	ENSMUSG00000038831.16	ENSMUST00000113165	ENSMUST00000113165.7	0.0047	0.089
ENSMUSG00000038831	ENSMUSG00000038831.16	ENSMUST00000091039	ENSMUST00000091039.4	0.0047	0.089
ENSMUSG00000038831	ENSMUSG00000038831.16	ENSMUST00000138704	ENSMUST00000138704.1	0.0047	0.089
